Religious_Place,Country,Date,visitor_count,crowd_level,Public_Holiday,Past Crowd Levels
Western Wall,Israel,2031-02-04,3899,High,Yes,1006
Basilica of the Annunciation,Israel,2043-04-14,1907,Medium,Yes,3976
Notre Dame Cathedral,France,2042-04-20,2501,High,No,2100
Chartres Cathedral,France,2028-11-04,1785,High,No,485
Basilica of Sacré-Cœur,France,2031-03-07,2810,High,No,3626
Cologne Cathedral,Germany,2042-11-25,4948,Medium,No,1851
Ulm Minster,Germany,2041-09-11,2828,High,No,1331
St. Paul’s Cathedral,UK,2037-09-07,4437,High,No,1119
Canterbury Cathedral,UK,2033-12-05,1631,High,No,1484
Westminster Abbey,UK,2045-01-14,4079,Medium,No,359
Sagrada Familia,Spain,2022-12-11,1415,High,No,3592
Basilica of Our Lady of the Pillar,Spain,2018-01-20,3418,Medium,No,3634
Montserrat Monastery,Spain,2031-08-25,3879,Medium,No,1200
Basilica of Our Lady of Guadalupe,Mexico,2026-03-31,3341,High,No,2827
Metropolitan Cathedral (Mexico City),Mexico,2033-02-10,875,Low,No,438
Salt Cathedral of Zipaquirá,Colombia,2036-11-06,2491,High,No,2395
Christ the Redeemer (Corcovado),Brazil,2021-11-03,2909,Medium,Yes,3991
Basilica of the National Shrine Aparecida,Brazil,2028-02-22,4033,High,Yes,521
Recoleta Convent,Argentina,2021-06-15,3228,Medium,Yes,2866
Basilica del Voto Nacional,Ecuador,2026-04-03,2694,Medium,Yes,3954
Temple of the Sun (Qorikancha),Peru,2020-03-20,4188,Low,Yes,1139
St. Patrick’s Cathedral,USA,2036-09-10,4251,Low,No,2182
Washington National Cathedral,USA,2041-10-15,2744,High,No,2727
Salt Lake Temple (Mormon),USA,2035-12-15,4778,Medium,No,358
Temple Square,USA,2022-04-25,1162,High,No,3434
Montserrat Basilica,Dominican Republic,2036-10-11,1423,Medium,No,1397
La Merced Church,Guatemala,2038-09-09,4614,Medium,No,3985
San Agustin Church,Philippines,2034-05-20,4335,High,No,2411
Basilica del Santo Niño,Philippines,2021-02-16,1333,Medium,No,3149
Shwedagon Pagoda,Myanmar,2031-06-24,1003,High,No,1842
Mahabodhi Temple,India,2028-02-07,3649,Low,No,3431
Boudhanath Stupa,Nepal,2037-03-15,649,High,No,1405
Pashupatinath Temple,Nepal,2033-06-28,2124,Medium,No,2452
Paro Taktsang (Tiger’s Nest),Bhutan,2032-09-21,1818,Low,No,953
Punakha Dzong,Bhutan,2039-02-01,4455,Low,No,1788
Borobudur Temple,Indonesia,2030-10-10,1534,Medium,No,612
Prambanan Temple,Indonesia,2037-11-05,3351,High,No,2712
Angkor Wat,Cambodia,2041-11-25,3469,Medium,No,2115
Bayon Temple,Cambodia,2026-08-12,3592,Medium,Yes,1546
Wat Pho,Thailand,2044-11-06,2289,High,Yes,3682
Wat Arun,Thailand,2019-09-13,626,Medium,Yes,3371
Haeinsa Temple,South Korea,2043-09-20,3496,High,Yes,237
Bulguksa Temple,South Korea,2028-05-09,707,High,Yes,1906
Todai-ji Temple,Japan,2038-01-11,4092,Medium,Yes,3616
Kiyomizu-dera Temple,Japan,2041-01-04,4020,High,Yes,3431
Meiji Shrine,Japan,2042-09-06,4832,High,No,1284
Ise Grand Shrine,Japan,2020-11-12,610,High,No,2227
Jokhang Temple,Tibet (China),2027-02-11,4276,Medium,No,1760
Potala Palace,Tibet (China),2027-01-01,4941,High,No,1743
Shaolin Temple,China,2026-04-12,2541,High,No,3587
Temple of Heaven,China,2034-12-03,2078,Low,No,1145
Lama Temple (Yonghe),China,2020-01-14,882,Low,No,3733
Mount Emei Monastery,China,2018-08-11,1291,Medium,No,2435
St. Mark’s Basilica,Italy,2031-03-10,4482,Medium,No,3600
Florence Duomo,Italy,2019-09-18,3935,Low,No,299
Milan Cathedral,Italy,2029-01-05,2418,Medium,No,1114
Basilica of Saint Francis of Assisi,Italy,2030-01-15,3297,Medium,No,1534
Hagia Sophia,Turkey,2040-11-28,1590,Medium,No,760
Blue Mosque (Sultan Ahmed),Turkey,2023-11-28,2092,High,No,3211
Suleymaniye Mosque,Turkey,2029-04-06,4533,Medium,No,1040
Eyüp Sultan Mosque,Turkey,2039-03-07,4887,Medium,No,3263
Saint Catherine’s Monastery,Egypt,2029-02-27,1961,Low,No,1580
Al-Hussein Mosque,Egypt,2021-08-08,1502,High,No,3137
Great Mosque of Djenné,Mali,2029-09-24,1369,High,No,1803
Grand Mosque of Dakar,Senegal,2027-09-11,4467,High,Yes,2731
Hassan II Mosque,Morocco,2018-12-20,4768,Medium,Yes,3161
Koutoubia Mosque,Morocco,2021-10-05,2249,Low,Yes,2572
Great Mosque of Algiers,Algeria,2040-05-14,2217,Low,Yes,1575
Basilica of Our Lady of Africa,Algeria,2025-09-08,4764,High,No,2317
Basilica of St. Mary Major,Vatican City,2031-06-05,956,Medium,No,1722
Monastery of Rila,Bulgaria,2018-08-28,3919,High,No,133
Alexander Nevsky Cathedral,Bulgaria,2032-09-30,3643,Low,No,2931
St. Sava Temple,Serbia,2043-06-21,3217,High,No,3748
Meteora Monasteries,Greece,2023-05-18,1521,High,No,975
Mount Athos Monasteries,Greece,2045-03-24,4546,Low,No,249
Church of St. George,Ethiopia,2021-09-01,1057,Low,No,729
Lalibela Rock-Hewn Churches,Ethiopia,2034-07-09,1461,High,No,964
Jvari Monastery,Georgia,2039-04-05,723,Medium,No,2157
Svetitskhoveli Cathedral,Georgia,2038-06-17,2301,Low,No,3201
Belz Great Synagogue,Israel,2042-12-07,1440,Low,No,375
Dohány Street Synagogue,Hungary,2020-10-15,3367,Medium,No,3842
Great Synagogue of Rome,Italy,2043-11-25,4774,Low,No,3174
Choral Synagogue,Russia,2035-04-12,4909,Low,No,8
Baha’i Lotus Temple,India,2027-09-15,4895,High,No,3574
Baháʼí World Centre,Israel,2041-06-18,685,High,Yes,387
Fire Temple of Yazd,Iran,2021-01-08,2101,Medium,Yes,3724
Imam Reza Shrine,Iran,2032-05-12,3962,Medium,Yes,234
Fatima Masumeh Shrine,Iran,2038-01-06,3622,Medium,Yes,2720
St. Nicholas Church,Czech Republic,2043-10-30,2957,Medium,Yes,953
Sedlec Ossuary,Czech Republic,2041-04-09,3075,High,Yes,2735
St. Vitus Cathedral,Czech Republic,2030-06-28,2102,Medium,Yes,2738
Basilica of St. Denis,France,2034-01-19,4079,High,No,3508
Sainte-Chapelle,France,2024-09-23,4537,Medium,No,98
Mont Saint-Michel Abbey,France,2032-05-14,4277,High,No,1394
Westminster Cathedral,UK,2023-09-20,1619,Medium,No,458
Durham Cathedral,UK,2043-07-08,847,Low,No,2091
York Minster,UK,2026-03-06,2665,Medium,No,3363
St. Giles Cathedral,Scotland,2023-02-24,3155,High,No,3439
Rosslyn Chapel,Scotland,2031-01-04,3940,Low,No,35
Nidaros Cathedral,Norway,2043-10-24,2311,Medium,No,3498
Uspenski Cathedral,Finland,2044-01-06,4718,Low,Yes,2422
Helsinki Cathedral,Finland,2022-09-27,4874,Medium,Yes,3433
St. Olaf’s Church,Estonia,2018-08-06,888,Low,No,2132
Alexander Nevsky Cathedral,Estonia,2044-10-04,2494,High,No,3682
Riga Cathedral,Latvia,2040-02-26,986,Medium,Yes,2551
St. Peter’s Church,Latvia,2041-04-07,4917,High,Yes,2535
Vilnius Cathedral,Lithuania,2020-10-31,2366,High,Yes,2369
Kaunas Cathedral,Lithuania,2028-10-12,3544,Medium,Yes,437
Hallgrímskirkja,Iceland,2037-06-14,4563,Medium,Yes,219
Akureyri Church,Iceland,2026-01-09,4448,Low,Yes,164
St. Stephen’s Cathedral,Austria,2037-04-29,3119,Low,Yes,800
Melk Abbey,Austria,2040-09-06,1631,Low,No,1193
St. Michael’s Church,Austria,2020-06-25,766,Low,No,3002
Frauenkirche,Germany,2034-09-02,3987,High,No,1995
Bamberg Cathedral,Germany,2037-12-10,4990,Low,No,3543
Regensburg Cathedral,Germany,2041-07-22,1900,Low,No,490
Basilica of St. Martin,France,2025-11-25,3278,Low,No,10
Santorini Orthodox Cathedral,Greece,2041-12-30,3492,Medium,No,2596
Monastery of Saint John the Theologian,Greece,2030-10-31,2296,High,No,3693
Meteora Monastery,Greece,2033-02-08,1546,High,No,2765
Monastery of Saint Catherine,Egypt,2026-12-08,2026,Low,No,1363
Church of St. Sergius,Russia,2028-08-22,3409,Medium,No,2703
Church of the Savior on Spilled Blood,Russia,2041-05-14,4479,Low,No,786
Kazan Cathedral,Russia,2034-07-03,3100,Low,No,3910
Trinity Lavra of St. Sergius,Russia,2039-09-05,1340,High,No,2666
St. Basil’s Cathedral,Russia,2044-06-16,1776,Low,No,1058
Uspenski Cathedral,Finland,2020-05-02,2589,Low,No,3839
Temppeliaukio Church,Finland,2031-07-06,4091,High,Yes,1245
Turku Cathedral,Finland,2040-10-15,642,Medium,Yes,1146
St. Alexander Nevsky Cathedral,Bulgaria,2042-06-03,1901,Low,Yes,349
Rila Monastery,Bulgaria,2021-12-12,4029,High,Yes,1187
Banya Bashi Mosque,Bulgaria,2031-09-25,1567,Low,Yes,2010
Hagia Sophia,Turkey,2031-10-13,4527,Medium,No,1884
Church of St. George,Turkey,2032-05-31,4792,Medium,No,2067
Blue Mosque,Turkey,2033-03-10,661,Medium,No,1584
Suleymaniye Mosque,Turkey,2044-01-24,1110,Low,No,1122
Sultan Ahmed Mosque,Turkey,2022-08-30,1516,Medium,No,130
Al-Azhar Mosque,Egypt,2020-01-18,3235,Low,No,1259
Mosque of Muhammad Ali,Egypt,2026-11-13,972,High,No,1178
Abu Simbel Temple,Egypt,2018-12-14,3631,Low,No,846
Basilica of Our Lady of Peace,Ivory Coast,2029-08-09,2282,Low,No,2039
Mosque of Touba,Senegal,2031-11-13,1208,High,No,3742
Great Mosque of Kairouan,Tunisia,2036-03-13,4953,High,No,2917
Great Mosque of Djenné,Mali,2037-06-05,4157,High,No,3200
Basilica of Our Lady of Peace (Yamoussoukro),Ivory Coast,2023-03-07,3927,Low,No,1231
Lalibela Rock-Hewn Churches,Ethiopia,2029-07-07,961,High,No,343
Debre Berhan Selassie Church,Ethiopia,2037-04-22,1906,High,No,1308
Holy Trinity Cathedral,Ethiopia,2025-05-13,3017,High,Yes,3014
St. George’s Cathedral,Ethiopia,2021-12-03,3285,Medium,Yes,2605
Temple of Heaven,China,2042-12-17,3574,Medium,Yes,2583
Confucius Temple,China,2029-01-11,1033,High,Yes,2715
Shaolin Temple,China,2040-04-15,2091,Low,Yes,802
White Horse Temple,China,2031-07-02,1127,High,No,3230
Lingyin Temple,China,2044-04-13,3117,Low,No,2963
Todaiji Temple,Japan,2027-06-11,3377,Medium,No,2203
Fushimi Inari Taisha,Japan,2023-10-11,3005,Low,No,2384
Kiyomizu-dera,Japan,2020-02-03,751,Medium,No,3147
Tōdai-ji,Japan,2029-03-24,854,Low,No,592
Itsukushima Shrine,Japan,2036-02-11,4367,Low,No,2113
Jokhang Monastery,Tibet (China),2042-06-11,2008,High,No,1540
Potala Palace,Tibet (China),2024-11-21,4278,Medium,No,2035
Ramoche Monastery,Tibet (China),2021-05-07,2185,Low,No,15
Drepung Monastery,Tibet (China),2024-10-23,4134,Low,No,682
Sera Monastery,Tibet (China),2028-12-16,4365,Low,No,1602
Angkor Wat,Cambodia,2042-09-17,3273,Medium,No,2965
Bayon Temple,Cambodia,2030-06-29,4572,Low,No,1694
Ta Prohm,Cambodia,2035-09-30,4959,Medium,No,2796
Wat Phra Kaew,Thailand,2028-10-21,2902,Low,No,1480
Wat Arun,Thailand,2039-12-31,2351,Medium,No,3798
Wat Pho,Thailand,2019-12-10,3970,Medium,No,2108
Shwedagon Pagoda,Myanmar,2019-05-25,4968,Low,Yes,2068
Mahamuni Buddha Temple,Myanmar,2036-12-08,4089,Low,Yes,168
Bagan Temples,Myanmar,2043-08-07,2276,Medium,Yes,3154
Borobudur,Indonesia,2042-02-11,2673,Low,Yes,1623
Prambanan,Indonesia,2029-11-11,2832,Medium,Yes,1694
Tanah Lot,Indonesia,2030-10-01,1852,Medium,No,1578
Paro Taktsang,Bhutan,2044-09-12,4501,Medium,No,648
Punakha Dzong,Bhutan,2037-02-02,2420,Medium,No,3362
Tashichho Dzong,Bhutan,2044-07-27,3192,Low,No,1740
St. Patrick’s Cathedral,Ireland,2028-04-29,3399,High,No,3857
Christ Church Cathedral,Ireland,2032-11-21,778,Low,No,3497
St. Mary’s Cathedral,Ireland,2029-01-12,2485,Low,No,2005
Temple Bar Temple,Ireland,2038-05-19,3830,Low,No,2953
St. Nicholas Church,Czech Republic,2019-12-13,3872,Medium,Yes,255
St. Vitus Cathedral,Czech Republic,2042-09-02,1845,Low,Yes,2939
Sedlec Ossuary,Czech Republic,2043-03-21,4168,Medium,Yes,1197
St. Mark’s Coptic Orthodox Cathedral,Egypt,2034-01-30,957,Medium,Yes,2874
Monastery of Saint Anthony,Egypt,2042-02-26,1521,Low,Yes,3087
Saint Catherine’s Monastery,Egypt,2021-10-04,1049,Low,Yes,2394
Church of St. Simeon,Syria,2034-01-09,1733,Medium,Yes,1037
Umayyad Mosque,Syria,2019-12-14,2885,Low,Yes,2464
Sayyidah Zaynab Mosque,Syria,2041-12-16,2929,Low,No,1052
Al-Masjid al-Nabawi (old site),Saudi Arabia,2021-05-30,2023,Medium,No,1853
Dome of the Chain,Israel,2038-03-28,3712,High,No,361
Basilica of the Nativity,Palestine,2026-01-11,791,High,No,617
Church of All Nations,Israel,2039-02-08,4495,High,No,2159
Hagia Triada Church,Greece,2019-12-17,2554,Medium,No,3949
Agios Nikolaos Church,Greece,2023-08-30,3083,High,No,1248
Monastery of St. John the Baptist,Greece,2023-08-02,1077,High,No,1723
Church of Panagia Paraportiani,Greece,2037-10-05,3248,High,No,3731
Monastery of Saint Naum,North Macedonia,2035-01-07,3778,Medium,No,1041
Church of St. Sophia,Bulgaria,2042-04-28,2760,Low,No,2835
Rila Monastery,Bulgaria,2037-05-23,1876,High,No,3120
Bachkovo Monastery,Bulgaria,2026-08-18,636,High,No,2271
Alexander Nevsky Cathedral,Bulgaria,2034-11-28,1156,Medium,No,318
Cathedral of Christ the Saviour,Russia,2018-08-01,3649,High,No,854
Church of the Savior on Spilled Blood,Russia,2029-08-25,1077,Low,No,2181
Trinity Sergius Lavra,Russia,2044-06-01,4260,Low,No,2799
Novodevichy Convent,Russia,2020-10-07,1700,Medium,No,1816
Kazan Cathedral,Russia,2018-11-20,1824,Low,Yes,3708
St. Nicholas Naval Cathedral,Russia,2034-08-18,1224,Low,Yes,3179
Uspenski Cathedral,Finland,2041-11-11,3621,Medium,Yes,2557
Helsinki Cathedral,Finland,2033-06-23,3223,Medium,Yes,963
Turku Cathedral,Finland,2018-12-01,2947,Low,Yes,1547
Temppeliaukio Church,Finland,2025-02-27,623,Low,Yes,2622
Akureyri Church,Iceland,2043-11-17,1239,High,No,2990
Hallgrímskirkja,Iceland,2023-07-30,3721,High,No,1610
St. Olaf’s Church,Norway,2030-11-16,3237,High,No,3202
Nidaros Cathedral,Norway,2036-06-17,1507,High,No,1730
Borgund Stave Church,Norway,2018-08-22,2551,Low,No,1441
St. Canice’s Cathedral,Ireland,2032-02-09,1301,High,No,2018
Christ Church Cathedral,Ireland,2029-11-07,2005,Low,No,46
St. Patrick’s Cathedral,Ireland,2033-11-16,3022,Low,No,2348
St. Colman’s Cathedral,Ireland,2035-12-30,1264,Medium,No,2775
St. Giles Cathedral,Scotland,2037-12-13,4211,Low,No,1590
Rosslyn Chapel,Scotland,2043-12-20,1720,Low,No,2294
St. Magnus Cathedral,Scotland,2034-11-23,545,Low,No,2162
Monastery of Saint Naum,North Macedonia,2031-02-09,888,Medium,No,526
Church of St. George,Georgia,2023-09-30,3428,High,No,1017
Svetitskhoveli Cathedral,Georgia,2028-04-25,3091,High,No,2724
Jvari Monastery,Georgia,2027-05-06,1414,Medium,Yes,2567
Sioni Cathedral,Georgia,2037-12-17,3739,Medium,Yes,739
St. Sava Temple,Serbia,2025-11-29,2277,High,Yes,3309
Church of Saint Mark,Serbia,2020-02-14,3003,Low,Yes,1215
Studenica Monastery,Serbia,2022-02-10,4520,Medium,Yes,782
Church of Saint Michael,Serbia,2020-05-21,956,High,Yes,3603
Meteora Monasteries,Greece,2045-06-20,3692,Medium,Yes,1339
Mount Athos Monasteries,Greece,2021-06-17,2102,High,No,3922
Monastery of Hosios Loukas,Greece,2032-10-31,1281,Medium,No,2698
Monastery of Daphni,Greece,2042-04-07,4695,Low,No,360
St. George Cathedral,Ethiopia,2029-06-08,4429,Medium,No,505
Lalibela Rock-Hewn Churches,Ethiopia,2030-08-08,861,Low,No,1334
Debre Berhan Selassie Church,Ethiopia,2031-04-25,694,High,No,119
Holy Trinity Cathedral,Ethiopia,2021-05-05,697,High,No,3229
St. Mary of Zion,Ethiopia,2035-03-04,3251,Medium,No,2596
Al-Azhar Mosque,Egypt,2042-08-02,4864,High,No,2213
Mosque of Muhammad Ali,Egypt,2019-02-13,4011,High,No,2623
Abu Simbel Temple,Egypt,2043-03-29,1929,Medium,No,1743
Great Mosque of Qairawan,Tunisia,2030-03-25,633,Medium,No,2642
Mosque of Uqba,Tunisia,2024-07-20,1404,High,No,2486
Basilica of Our Lady of Africa,Morocco,2031-02-14,523,High,No,2614
Hassan II Mosque,Morocco,2032-07-15,3714,High,No,1211
Koutoubia Mosque,Morocco,2031-03-22,4143,Medium,Yes,2359
Great Mosque of Algiers,Algeria,2045-03-10,3757,Medium,Yes,3694
Great Mosque of Djenne,Mali,2045-03-20,4964,High,Yes,604
Mosque of Touba,Senegal,2023-12-30,1477,High,Yes,1314
Basilica of the National Shrine of Our Lady of Aparecida,Brazil,2026-04-01,1306,High,Yes,2680
Christ the Redeemer,Brazil,2034-09-21,4628,Low,No,2321
Metropolitan Cathedral of Brasilia,Brazil,2031-10-12,3620,Low,No,3285
São Paulo Cathedral,Brazil,2026-06-22,3423,Low,No,940
San Agustin Church,Philippines,2023-07-06,553,Medium,No,1943
Basilica del Santo Niño,Philippines,2035-07-05,2625,Medium,No,2393
Quiapo Church,Philippines,2034-06-14,2289,Medium,No,468
Mount Mary Basilica,India,2023-02-08,3709,Medium,No,3887
Velankanni Church,India,2038-10-06,4945,Medium,No,535
San Thome Basilica,India,2037-10-10,3714,Medium,No,3701
Se Cathedral,India,2023-10-16,1042,High,No,1976
Church of Our Lady of Lourdes,France,2037-10-13,576,Medium,No,3079
Reims Cathedral,France,2023-11-04,3463,Medium,No,2887
Amiens Cathedral,France,2045-04-22,1094,Medium,No,1223
Pisa Cathedral,Italy,2025-05-21,1497,High,No,3304
Siena Cathedral,Italy,2039-06-16,4889,High,No,1087
Florence Cathedral (Duomo),Italy,2022-07-30,1815,Medium,No,3974
Milan Cathedral (Duomo),Italy,2022-02-07,4729,High,No,416
St. Peter’s Church Munich,Germany,2022-01-19,1414,High,No,2161
Speyer Cathedral,Germany,2030-08-19,4461,Medium,No,3150
Frauenkirche Dresden,Germany,2031-05-12,1414,High,Yes,3422
Canterbury Cathedral,UK,2033-03-12,1874,Low,Yes,1785
York Minster,UK,2038-03-11,4788,High,Yes,59
Durham Cathedral,UK,2042-10-23,1621,Low,Yes,3828
Westminster Cathedral,UK,2029-03-08,1026,High,Yes,2854
Hagia Sophia,Turkey,2027-09-09,1422,Low,No,3072
Blue Mosque (Sultan Ahmed),Turkey,2032-03-18,4215,High,No,112
Suleymaniye Mosque,Turkey,2038-05-26,2066,Medium,No,1488
Eyüp Sultan Mosque,Turkey,2033-04-04,2163,Low,No,2172
St. Michael’s Church,Germany,2028-06-14,1654,Medium,No,306
Ulm Minster,Germany,2035-08-29,1673,High,No,2065
Basilica of St. Francis of Assisi,Italy,2020-01-16,3658,Medium,No,401
Santuario di Loreto,Italy,2032-12-17,1977,Medium,No,3041
Cathedral of St. James,Croatia,2019-12-12,4746,Low,No,1766
Church of St. Donatus,Croatia,2019-01-15,533,Low,No,785
Esztergom Basilica,Hungary,2023-01-08,2899,Medium,No,143
Dohány Street Synagogue,Hungary,2026-04-13,3601,Low,No,1698
St. Matthias Church,Hungary,2042-06-22,2120,High,No,2246
Church of St. Nicholas,Slovakia,2044-01-07,1428,Low,Yes,1255
St. Elisabeth Cathedral,Slovakia,2041-12-02,3316,High,Yes,2567
St. Martin’s Cathedral,Slovakia,2041-07-16,2201,High,Yes,2405
Church of St. Cyril and Methodius,Slovakia,2029-11-17,2974,Medium,Yes,2633
Church of St. Peter,Switzerland,2030-11-06,2910,Low,Yes,1748
Grossmünster,Switzerland,2035-05-02,1796,Medium,Yes,2367
Fraumünster,Switzerland,2044-01-04,3649,Medium,No,3273
Saint Pierre Cathedral,Switzerland,2036-08-19,4336,High,No,1817
Basilica of the National Shrine of the Immaculate Conception,USA,2038-06-16,3385,Medium,No,96
Cathedral of St. John the Divine,USA,2039-04-16,837,High,No,748
Grace Cathedral,USA,2021-08-06,3173,Low,No,336
St. Patrick’s Cathedral,USA,2030-05-31,1934,High,No,1053
National Shrine of St. Paul,Canada,2044-07-23,1604,Medium,No,3362
Notre-Dame Basilica (Montreal),Canada,2025-12-04,3395,High,No,2393
Saint Joseph’s Oratory,Canada,2029-06-25,4956,High,No,1822
Basilica of Sainte-Anne-de-Beaupré,Canada,2045-01-07,2454,High,No,2615
St. George’s Church,Malta,2021-07-09,2287,Medium,No,3701
St. John’s Co-Cathedral,Malta,2041-08-22,4125,Medium,No,1624
Rotunda of Mosta,Malta,2022-05-26,2851,Medium,No,2183
St. Paul’s Cathedral,Malta,2021-09-11,3585,Medium,Yes,2861
Basilica of Bom Jesus,India,2039-10-03,3977,Medium,Yes,870
Church of Our Lady of Light,India,2041-08-06,4435,High,Yes,1205
San Thome Basilica,India,2028-01-05,4594,High,Yes,82
Church of St. Francis of Assisi,India,2041-12-09,2755,High,Yes,3983
Votive Church of Szeged,Hungary,2019-03-04,673,Low,No,246
Church of the Holy Sepulchre,Israel,2019-10-16,3094,Medium,No,2085
Church of the Nativity,Palestine,2044-07-08,1000,Medium,No,167
Church of the Dormition,Israel,2026-12-27,1780,Low,No,2714
St. Andrew’s Cathedral,Scotland,2039-08-07,4764,Low,Yes,1590
St. Magnus Cathedral,Scotland,2041-06-07,3881,Low,Yes,1715
Dunblane Cathedral,Scotland,2027-04-11,1576,Low,No,1705
Rosslyn Chapel,Scotland,2040-03-18,1625,High,No,751
St. Nicholas Church,Czech Republic,2034-11-05,1417,Medium,No,473
St. Vitus Cathedral,Czech Republic,2028-09-10,1525,High,No,1033
Sedlec Ossuary,Czech Republic,2039-10-05,4502,Low,No,490
Church of Our Lady before Týn,Czech Republic,2037-03-19,2394,Medium,No,3121
Basilica di Santa Maria del Fiore,Italy,2019-09-04,4762,Medium,No,2393
Siena Cathedral,Italy,2024-04-05,4901,High,Yes,1932
Pisa Cathedral,Italy,2042-05-24,2404,Medium,Yes,2933
St. Mark’s Basilica,Italy,2034-02-22,4017,Low,Yes,479
Hagia Sophia,Turkey,2041-10-09,4858,Low,Yes,3776
Blue Mosque,Turkey,2031-09-22,3996,Medium,Yes,738
Süleymaniye Mosque,Turkey,2030-10-30,1357,Medium,Yes,2574
Church of St. George,Turkey,2037-01-13,4826,Low,Yes,2568
St. Sava Cathedral,Serbia,2019-07-09,2991,Medium,No,3441
Studenica Monastery,Serbia,2029-03-26,2508,Medium,No,3764
Gračanica Monastery,Kosovo,2019-05-27,4332,Medium,No,3670
Monastery of Decani,Kosovo,2024-03-02,974,Low,No,3982
Meteora Monasteries,Greece,2030-03-12,2207,Medium,No,1477
Mount Athos Monasteries,Greece,2020-08-25,1727,Medium,No,3909
Monastery of Hosios Loukas,Greece,2034-11-20,1411,High,No,1168
Church of Panagia Paraportiani,Greece,2042-07-04,4230,High,No,2476
Lalibela Rock-Hewn Churches,Ethiopia,2036-12-04,2527,High,No,2905
Church of St. George,Ethiopia,2024-01-31,3620,High,No,256
Debre Berhan Selassie Church,Ethiopia,2028-12-26,1827,Medium,No,1000
Holy Trinity Cathedral,Ethiopia,2040-01-02,1290,High,No,3223
Basilica of Our Lady of Peace,Ivory Coast,2029-12-02,3912,High,No,2253
Great Mosque of Djenné,Mali,2032-12-30,1963,High,No,1957
Mosque of Touba,Senegal,2023-12-08,2135,High,Yes,3556
Great Mosque of Kairouan,Tunisia,2039-05-04,834,Medium,Yes,2611
Abu Simbel Temple,Egypt,2022-07-09,2000,High,Yes,2080
Mosque of Muhammad Ali,Egypt,2027-03-06,3230,Medium,Yes,361
St. Catherine’s Monastery,Egypt,2033-09-28,1544,High,Yes,1453
